ip_src,ip_dst,src_port,dst_port,protocol,duration,packet_count,total_bytes,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,packets_per_second,bytes_per_second,avg_packet_size,syn_count,ack_count,fin_count,rst_count,start_time,end_time
166.83.149.183,192.168.1.100,10919,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.652808,1769868534.652808
192.168.1.100,83.147.68.51,80,43749,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652877,1769868534.652877
130.130.27.85,192.168.1.100,23590,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.652938,1769868534.652938
192.168.1.100,32.79.163.84,80,39202,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.652998,1769868534.652998
175.12.252.216,192.168.1.100,21544,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653069,1769868534.653069
192.168.1.100,199.18.3.105,80,51624,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653128,1769868534.653128
192.168.1.100,66.50.78.87,80,34536,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653188,1769868534.653188
135.63.245.227,192.168.1.100,60827,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653249,1769868534.653249
192.168.1.100,48.26.202.35,80,53186,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653309,1769868534.653309
173.255.173.215,192.168.1.100,12309,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653368,1769868534.653368
188.54.211.173,192.168.1.100,23368,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653428,1769868534.653428
1.192.65.140,192.168.1.100,17560,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653487,1769868534.653487
173.239.82.60,192.168.1.100,18078,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.653546,1769868534.653546
192.168.1.100,58.22.73.59,80,59615,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653605,1769868534.653605
192.168.1.100,41.217.182.21,80,24283,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653696,1769868534.653696
192.168.1.100,83.120.233.120,80,53927,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653756,1769868534.653756
192.168.1.100,74.183.86.170,80,49645,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653815,1769868534.653815
192.168.1.100,55.152.96.102,80,7491,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653878,1769868534.653878
192.168.1.100,202.96.162.64,80,49078,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653937,1769868534.653937
192.168.1.100,71.97.236.206,80,11405,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.653996,1769868534.653996
192.168.1.100,60.138.118.89,80,21302,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654056,1769868534.654056
192.168.1.100,245.95.130.154,80,8150,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654119,1769868534.654119
158.205.40.21,192.168.1.100,6746,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654178,1769868534.654178
192.168.1.100,228.86.205.39,80,8461,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654237,1769868534.654237
185.237.38.138,192.168.1.100,24356,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654296,1769868534.654296
11.152.224.203,192.168.1.100,43207,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654358,1769868534.654358
192.168.1.100,84.44.49.115,80,39660,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654419,1769868534.654419
181.53.1.152,192.168.1.100,35323,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654479,1769868534.654479
178.173.234.197,192.168.1.100,64777,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654538,1769868534.654538
192.168.1.100,93.138.27.214,80,41449,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654596,1769868534.654596
190.172.69.231,192.168.1.100,7171,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654656,1769868534.654656
192.168.1.100,221.149.247.245,80,61860,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654715,1769868534.654715
192.168.1.100,25.230.75.218,80,7572,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654775,1769868534.654775
143.197.133.211,192.168.1.100,12677,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.654834,1769868534.654834
192.168.1.100,98.61.137.181,80,55907,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654893,1769868534.654893
192.168.1.100,212.60.34.139,80,2036,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.654952,1769868534.654952
19.162.104.18,192.168.1.100,64536,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655012,1769868534.655012
192.168.1.100,247.149.214.3,80,18247,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655071,1769868534.655071
192.168.1.100,95.216.191.61,80,27177,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655131,1769868534.655131
181.16.223.101,192.168.1.100,2417,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65519,1769868534.65519
192.168.1.100,3.97.129.30,80,62881,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655249,1769868534.655249
119.101.183.38,192.168.1.100,4989,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655317,1769868534.655317
106.69.184.180,192.168.1.100,9285,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655376,1769868534.655376
192.168.1.100,23.134.235.239,80,48429,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655437,1769868534.655437
192.168.1.100,232.106.89.37,80,29981,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655497,1769868534.655497
154.52.18.75,192.168.1.100,9072,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655556,1769868534.655556
19.154.165.5,192.168.1.100,27984,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655615,1769868534.655615
114.253.150.99,192.168.1.100,25567,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.655677,1769868534.655677
192.168.1.100,88.38.91.227,80,39127,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655736,1769868534.655736
192.168.1.100,96.124.154.206,80,9403,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655796,1769868534.655796
192.168.1.100,66.94.96.81,80,7637,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655855,1769868534.655855
192.168.1.100,219.193.138.253,80,10264,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655914,1769868534.655914
192.168.1.100,233.150.99.155,80,58877,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.655973,1769868534.655973
110.200.171.92,192.168.1.100,46663,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656055,1769868534.656055
151.17.219.197,192.168.1.100,8556,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656114,1769868534.656114
192.168.1.100,29.75.196.146,80,63567,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656173,1769868534.656173
110.249.25.163,192.168.1.100,35794,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656232,1769868534.656232
192.168.1.100,79.105.183.145,80,32331,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656292,1769868534.656292
118.40.44.144,192.168.1.100,26014,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656351,1769868534.656351
192.168.1.100,84.147.82.83,80,36838,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65641,1769868534.65641
192.168.1.100,67.79.102.175,80,45798,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65647,1769868534.65647
192.168.1.100,33.84.129.161,80,29295,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656533,1769868534.656533
137.8.93.107,192.168.1.100,55193,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656593,1769868534.656593
112.202.51.167,192.168.1.100,7394,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.656653,1769868534.656653
192.168.1.100,85.237.93.182,80,60505,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656712,1769868534.656712
192.168.1.100,61.4.36.188,80,23162,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656772,1769868534.656772
192.168.1.100,3.97.5.165,80,57153,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656831,1769868534.656831
192.168.1.100,53.249.193.21,80,56978,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65689,1769868534.65689
192.168.1.100,44.80.226.224,80,26390,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.656951,1769868534.656951
192.168.1.100,251.117.57.32,80,24723,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.65701,1769868534.65701
192.168.1.100,251.183.121.175,80,57563,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657069,1769868534.657069
192.168.1.100,63.175.154.119,80,39454,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657128,1769868534.657128
192.168.1.100,238.126.177.184,80,57891,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657188,1769868534.657188
192.168.1.100,222.48.26.86,80,61982,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657247,1769868534.657247
192.168.1.100,210.96.2.117,80,54756,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657308,1769868534.657308
192.168.1.100,213.241.188.86,80,27383,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657367,1769868534.657367
176.156.154.228,192.168.1.100,24085,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.657426,1769868534.657426
161.246.171.216,192.168.1.100,60824,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.657487,1769868534.657487
192.168.1.100,209.101.204.231,80,22326,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657546,1769868534.657546
169.164.228.191,192.168.1.100,43011,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.657607,1769868534.657607
192.168.1.100,21.28.228.204,80,50310,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657667,1769868534.657667
192.168.1.100,200.198.205.180,80,49030,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657727,1769868534.657727
12.156.88.215,192.168.1.100,29898,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.657787,1769868534.657787
186.126.75.165,192.168.1.100,49231,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.657847,1769868534.657847
192.168.1.100,202.52.20.128,80,44048,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657906,1769868534.657906
192.168.1.100,201.200.38.189,80,8680,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.657965,1769868534.657965
192.168.1.100,219.139.239.174,80,17911,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658024,1769868534.658024
180.136.144.113,192.168.1.100,5373,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658083,1769868534.658083
192.168.1.100,248.56.178.95,80,3812,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658143,1769868534.658143
192.168.1.100,239.180.183.186,80,58412,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658209,1769868534.658209
147.210.252.242,192.168.1.100,40855,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.65827,1769868534.65827
192.168.1.100,39.167.43.131,80,30572,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658351,1769868534.658351
135.210.99.213,192.168.1.100,56758,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658418,1769868534.658418
176.134.85.57,192.168.1.100,50322,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658478,1769868534.658478
111.61.76.78,192.168.1.100,5973,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658593,1769868534.658593
157.5.0.207,192.168.1.100,25370,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658676,1769868534.658676
166.163.142.183,192.168.1.100,46948,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.658738,1769868534.658738
192.168.1.100,220.246.219.253,80,64298,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658822,1769868534.658822
192.168.1.100,37.247.46.27,80,53029,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658893,1769868534.658893
192.168.1.100,210.45.38.172,80,353,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.658964,1769868534.658964
130.51.206.86,192.168.1.100,56020,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659033,1769868534.659033
192.168.1.100,32.232.243.81,80,49277,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659094,1769868534.659094
1.116.151.194,192.168.1.100,53726,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659154,1769868534.659154
164.123.145.182,192.168.1.100,39266,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659213,1769868534.659213
192.168.1.100,50.142.164.116,80,23864,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659273,1769868534.659273
192.168.1.100,64.237.96.143,80,20467,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659332,1769868534.659332
156.232.97.31,192.168.1.100,12443,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659391,1769868534.659391
192.168.1.100,32.67.128.80,80,37840,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659465,1769868534.659465
14.56.142.194,192.168.1.100,15352,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659524,1769868534.659524
192.168.1.100,56.111.249.38,80,49385,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659583,1769868534.659583
192.165.200.213,192.168.1.100,27214,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659664,1769868534.659664
188.132.222.193,192.168.1.100,27068,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659724,1769868534.659724
192.168.1.100,48.200.183.233,80,20725,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659783,1769868534.659783
110.217.87.48,192.168.1.100,48144,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.659847,1769868534.659847
192.168.1.100,209.100.145.69,80,56218,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659909,1769868534.659909
192.168.1.100,97.156.71.232,80,19106,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.659968,1769868534.659968
159.155.213.130,192.168.1.100,2256,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.66004,1769868534.66004
117.183.219.216,192.168.1.100,56315,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.6601,1769868534.6601
192.168.1.100,28.200.143.172,80,3042,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.660163,1769868534.660163
104.13.108.73,192.168.1.100,39663,80,TCP,0.0,1,40,1,0,40,0,1,40,40.0,1,0,0,0,1769868534.660226,1769868534.660226
192.168.1.100,245.86.10.16,80,7676,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.660289,1769868534.660289
192.168.1.100,243.171.130.161,80,59198,TCP,0.0,1,40,0,1,0,40,1,40,40.0,1,0,0,0,1769868534.66035,1769868534.66035
